StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q6,Q16,Q100,Q99,Q102,Q103,Q104,Q105,Q107,Q106,Q108,Q109,Q13,Q14,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q97_6,Q97_7,Q97_8,Q97_9,Q97_10,Q97_11,Q111,Q113,Q115,Q117,Q119,Q79,Q3,Q3_8_TEXT,Q6.8,Q6.8_3_TEXT,Q6.7,Q6.7_8_TEXT,personality_prov_1,personality_prov_2,personality_prov_3,personality_prov_4,personality_prov_5,personality_prov_6,personality_prov_7,personality_prov_8,personality_prov_9,personality_prov_10,Q95_1,Q95_2,Q95_3,SE-13_1,SE-13_2,SE-13_3,SE-13_4,SE-13_5,SE-13_6,SE-13_7,SE-13_8,SE-13_9,SE-13_10,SE-13_11,SE-13_12,SE-13_13,IUIPC_1,IUIPC_2,IUIPC_3,IUIPC_4,IUIPC_5,IUIPC_6,IUIPC_7,IUIPC_8,Q6.9,temp_technical,SC0,PROLIFIC_PID,SESSION_ID,STUDY_ID,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions
2023-05-26 21:02:29,2023-05-26 21:18:13,IP Address,86.168.82.223,100,943,True,2023-05-26 21:18:15,R_2wcMLt80l1TbS2H,,,,,51.4534,-2.5077,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Please make sure to verify your account information with the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,3,2,4,3,2,3,5- Strongly Agree,4,2,1 -Strongly Disagree,2,Yes,Yes,Yes,No,Yes,36-45,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Agree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree a little,rather high,rather high,medium,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,2 - Somewhat disagree,3 - Neither disagree nor agree,2 - Somewhat disagree,4 - Somewhat agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,4,4,6,5,5,6,6,6,no,no,43.1,62dd66998ed529ec120dcb58,,,0,,0,0,,0,
2023-05-26 21:05:07,2023-05-26 21:18:31,IP Address,88.104.231.247,100,803,True,2023-05-26 21:18:31,R_OQesj6uHCzqtX57,,,,,52.6413,1.2197,anonymous,EN,A type of malware that infects computers and steals personal data.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,None,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""",None,"""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,4,1 -Strongly Disagree,4,5- Strongly Agree,5- Strongly Agree,3,1 -Strongly Disagree,1 -Strongly Disagree,No,Yes,Yes,No,Yes,36-45,Secondary school diploma,,"No, other education or occupation",,Employee,,Disagree strongly,Agree strongly,Disagree strongly,Disagree a little,Disagree a little,Agree strongly,Disagree strongly,Agree strongly,Disagree a little,Agree a little,rather high,rather high,very high,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,5 - Strongly agree,1 - Strongly disagree,2 - Somewhat disagree,1 - Strongly disagree,5 - Strongly agree,1 - Strongly disagree,5 - Strongly agree,4 - Somewhat agree,4 - Somewhat agree,1 - Strongly disagree,5,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,6,4,7 - Strongly agree,4,Na,"Na ",32.7,5be33cf3da0eef000144ef5b,,,0,,0,0,,0,
2023-05-26 21:13:44,2023-05-26 21:21:30,IP Address,143.159.49.189,100,466,True,2023-05-26 21:21:31,R_W0f1qiKIS17lk09,,,,,51.5263,-0.3559,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,paypal@paypal.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,3,2,4,4,1 -Strongly Disagree,4,5- Strongly Agree,4,2,2,2,No,Yes,Yes,No,Yes,26-35,Secondary school diploma,,"No, other education or occupation",,Employee,,Agree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,rather high,rather high,rather high,3 - Neither disagree nor agree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,5 - Strongly agree,3 - Neither disagree nor agree,1 - Strongly disagree,4,5,6,4,3,5,3,4,No,No,43.5,616310e41e98f007d82e2c2b,,,0,,1,0.2,QID134,0,
2023-05-26 21:00:42,2023-05-26 21:24:24,IP Address,82.25.188.99,100,1421,True,2023-05-26 21:24:25,R_1OHzlL8CZ8WzQCJ,,,,,52.9044,-1.2326,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,2,2,4,4,2,4,4,5- Strongly Agree,3,4,3,No,Yes,Yes,Yes,No,46-55,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Neither agree nor disagree,Agree a little,Disagree strongly,Agree strongly,Agree a little,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree strongly,medium,medium,medium,4 - Somewhat agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,4 - Somewhat agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4,4,5,5,4,6,6,6,I am very concerned about cyber security,The Figma file did not load properly,38.8,644316752492a25dfe0aa2e1,,,0,,1,0.2,QID134,0,
2023-05-26 21:21:55,2023-05-26 21:28:09,IP Address,86.16.56.177,100,373,True,2023-05-26 21:28:09,R_2WMDzbTgZ1xxUw0,,,,,51.5095,-0.0955,anonymous,EN,A type of malware that infects computers and steals personal data.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""We are excited to announce our new website and features. Find more by clicking on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,4,4,4,1 -Strongly Disagree,2,1 -Strongly Disagree,No,Yes,Yes,No,Yes,26-35,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Agree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,rather high,rather high,very high,4 - Somewhat agree,3 - Neither disagree nor agree,2 - Somewhat disagree,4 - Somewhat agree,3 - Neither disagree nor agree,2 - Somewhat disagree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,3 - Neither disagree nor agree,5,4,7 - Strongly agree,6,6,6,5,5,No,No,38.7,5fd79eee9feae6104c4e77c6,,,0,,0,0,,0,
2023-05-26 22:28:00,2023-05-26 22:36:58,IP Address,86.27.24.40,100,537,True,2023-05-26 22:36:59,R_3dMPza1AITU7eGS,,,,,51.3295,0.578,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,2,1 -Strongly Disagree,5- Strongly Agree,4,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,Yes,Yes,Yes,No,Yes,26-35,Secondary school diploma,,"Yes, IT specialist, IT security specialist or similar",,Employee,,Agree strongly,Disagree a little,Agree strongly,Agree a little,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,very high,very high,very high,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,2 - Somewhat disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,No,"It stayed on the sim for so long, i ended up clicking on everything even though I knew that that one email was fake.",45.1,63e51ff21f93dcf52c112028,,,0,,2,0.4,"QID134,QID87",0,
2023-05-22 14:45:10,2023-05-22 14:46:08,IP Address,128.179.152.144,72,58,False,2023-05-29 14:46:13,R_3khbqQG4MB4CiFy,,,,,,,anonymous,EN,A type of social engineering used to convince people to buy products they don't need.,Identity theft,Unsolicited job offers,support@paypal.com,noreply-dropbox@noreplysupport.com,It is not suspicious,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""It was a pleasure having you as a customer. Don’t hesitate to come back or contact us to the following link if you need our help again.""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Please make sure to verify your account information with the following link""",https://www.you.tube.com/account,bank_invoice.scr,Unplug your computer to get rid of the malware,Report it so the organization can investigate,3,1 -Strongly Disagree,3,2,4,1 -Strongly Disagree,2,4,5- Strongly Agree,2,3,Yes,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,0,,0,0,,0,
2023-05-23 04:34:53,2023-05-23 04:35:06,IP Address,194.230.158.147,19,12,False,2023-05-30 04:35:08,R_3PRjfR7ZqsX1QNQ,,,,,,,anonymous,EN,A type of malware that infects computers and steals personal data.,Financial loss,Advertisements for weight loss supplements,None,noreply-dropbox@noreplysupport.com,It is not suspicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,mobile,,,0,,0,0,,0,
2023-05-26 20:56:30,2023-05-26 21:00:55,IP Address,81.97.234.194,54,265,False,2023-06-02 21:01:02,R_2Va7hYAeKZVelKe,,,,,,,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.you.tube.com/account,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,6307a8dc7ac0c8026ec12eb9,,,0,,0,0,,0,
2023-06-16 16:48:03,2023-06-16 16:55:46,IP Address,86.179.220.208,100,462,True,2023-06-16 16:55:48,R_1LwIpYKS0evQHKl,,,,,54.7699,-1.559,anonymous,EN,A type of malware that infects computers and steals personal data.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Please make sure to verify your account information with the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,4,1 -Strongly Disagree,3,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,Yes,Yes,No,Yes,18-25,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Agree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,medium,rather high,rather high,2 - Somewhat disagree,5 - Strongly agree,2 - Somewhat disagree,4 - Somewhat agree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,4 - Somewhat agree,4 - Somewhat agree,5 - Strongly agree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,5,3,7 - Strongly agree,7 - Strongly agree,no,no,38.9,5d8a79dfe173c6001a5dfcb8,,,0,,0,0,,0,
2023-06-16 16:56:31,2023-06-16 17:00:50,IP Address,131.111.5.246,100,258,True,2023-06-16 17:00:51,R_3fq0UXz7ZJcA6Ud,,,,,52.1929,0.1256,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,2,2,4,4,2,3,4,4,2,2,2,No,Yes,Yes,No,Yes,18-25,University degree (Bachelor/Master),,"No, other education or occupation",,University Student,,Disagree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,rather high,rather high,rather high,4 - Somewhat agree,3 - Neither disagree nor agree,4 - Somewhat agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,4 - Somewhat agree,4 - Somewhat agree,2 - Somewhat disagree,2 - Somewhat disagree,5,6,6,6,5,6,5,5,No,Some on the simulation (couldn't click on certain things),39.1,615c864d74b01aaadedcdbdc,,,0,,1,0.2,QID134,0,
2023-06-16 17:02:25,2023-06-16 17:09:13,IP Address,84.70.181.143,100,407,True,2023-06-16 17:09:14,R_DjfMnFbigsQfsw9,,,,,51.4648,-0.0373,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Please make sure to verify your account information with the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Delete the phishing email,Report it so the organization can investigate,3,1 -Strongly Disagree,5- Strongly Agree,2,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,No,Yes,No,Yes,26-35,University degree (Bachelor/Master),,"Yes, other IT security related education or occupation:",,Employee,,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,rather high,very high,very high,5 - Strongly agree,5 - Strongly agree,4 - Somewhat agree,5 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,3 - Neither disagree nor agree,4 - Somewhat agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,5 - Strongly agree,5 - Strongly agree,2 - Somewhat disagree,7 - Strongly agree,6,7 - Strongly agree,7 - Strongly agree,5,6,6,6,No,no,37.6,5ec6f9a4ce75e2141fb9d957,,,0,,0,0,,0,
2023-06-16 17:04:51,2023-06-16 17:12:36,IP Address,82.24.8.138,100,465,True,2023-06-16 17:12:37,R_8oF0whun9ZFKwnL,,,,,51.9276,-0.4968,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""As part of our routine account maintenance, we kindly request that you confirm your personal information by visiting our website and completing the validation process accordingly.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,Yes,Yes,Yes,No,Yes,26-35,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,rather high,rather high,rather high,5 - Strongly agree,5 - Strongly agree,4 - Somewhat agree,4 - Somewhat agree,1 - Strongly disagree,1 - Strongly disagree,2 - Somewhat disagree,4 - Somewhat agree,1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,3 - Neither disagree nor agree,1 - Strongly disagree,5,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,6,7 - Strongly agree,6,3,No,No,41.5,5ece98f49055f40c58e7d356,,,0,,1,0.2,QID134,0,
2023-06-16 17:03:34,2023-06-16 17:14:47,IP Address,80.2.198.103,100,673,True,2023-06-16 17:14:48,R_3P5KbWSwZiAKUlY,,,,,52.6152,-1.6655,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""As part of our routine account maintenance, we kindly request that you confirm your personal information by visiting our website and completing the validation process accordingly.""","""Please make sure to verify your account information with the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,2,1 -Strongly Disagree,5- Strongly Agree,4,2,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,2,3,2,No,No,Yes,No,Yes,56-65,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Agree strongly,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,medium,medium,medium,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,1 - Strongly disagree,6,6,7 - Strongly agree,6,7 - Strongly agree,6,6,6,no,no,38.1,5b0710e7a84dcf0001beee8a,,,0,,1,0.2,QID134,0,
2023-06-16 17:07:26,2023-06-16 17:14:54,IP Address,79.76.27.155,100,448,True,2023-06-16 17:14:55,R_1ghjB8Zjccvv3YH,,,,,52.9538,-1.1571,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Thank you for your registration ! Click here to see your account details""","""Please visit our official website to update your personal account""","""As part of our routine account maintenance, we kindly request that you confirm your personal information by visiting our website and completing the validation process accordingly.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Ignore it,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,Yes,Yes,Yes,No,Yes,26-35,Secondary school diploma,,"No, other education or occupation",,Employee,,Neither agree nor disagree,Agree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,very high,very high,very high,3 - Neither disagree nor agree,4 - Somewhat agree,3 - Neither disagree nor agree,4 - Somewhat agree,1 - Strongly disagree,2 - Somewhat disagree,3 - Neither disagree nor agree,2 - Somewhat disagree,1 - Strongly disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,1 - Strongly disagree,6,4,6,5,6,6,6,7 - Strongly agree,no,no,38.5,61335a3f7c7026ee86052445,,,0,,1,0.2,QID134,0,
2023-06-16 17:12:49,2023-06-16 17:16:09,IP Address,86.182.173.17,100,199,True,2023-06-16 17:16:10,R_129fIpX3WSffI4l,,,,,51.3188,-2.2034,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Security alert of suspicious login from an unknown location,None,no-reply@em-s.dropbox.com,It should be a gmail address,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Please make sure to verify your account information with the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,Yes,Yes,Yes,Yes,Yes,18-25,Other:,A - levels,"No, other education or occupation",,University Student,,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Disagree a little,rather high,rather high,rather high,2 - Somewhat disagree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,5 - Strongly agree,5 - Strongly agree,2 - Somewhat disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,NA,NA,35.5,6448f5c4f9f40a68d12629cd,,,0,,2,0.4,"QID134,QID87",0,
